,title,artist,year,views,url
2467,Buy It,Lil Uzi Vert,2016,587407,https://genius.com/Lil-Uzi-Vert-Buy-It-lyrics
2468,Wiggle,Jason Derulo,2014,390370,https://genius.com/Jason-Derulo-Wiggle-lyrics
2469,Oceans,JAY-Z,2013,1144919,https://genius.com/JAYZ-Oceans-lyrics
2470,Garden Song,Phoebe Bridgers,2020,296126,https://genius.com/Phoebe-Bridgers-Garden-Song-lyrics
2471,Violet,Daniel Caesar,2014,197760,https://genius.com/Daniel-Caesar-Violet-lyrics
2472,Forever After All,Luke Combs,2020,255117,https://genius.com/Luke-Combs-Forever-After-All-lyrics
2473,Come Around Me,Justin Bieber,2020,240159,https://genius.com/Justin-Bieber-Come-Around-Me-lyrics
2474,Coming Down,Halsey,2015,201771,https://genius.com/Halsey-Coming-Down-lyrics
2475,Falling For U,Peachy!,2017,301188,https://genius.com/Peachy-Falling-For-U-lyrics
2476,No Exs,Sage The Gemini,2018,342951,https://genius.com/Sage-The-Gemini-No-Exs-lyrics
2477,Joy to the World,Christmas Songs,1719,947378,https://genius.com/Christmas-Songs-Joy-to-the-World-lyrics
2478,Pictures of You,The Cure,1989,233896,https://genius.com/The-Cure-Pictures-of-You-lyrics
2479,Jesus Is the One I Got Depression,Zack Fox & Kenny Beats,2019,337317,https://genius.com/Zack-Fox-Kenny-Beats-Jesus-Is-the-One-I-Got-Depression-lyrics
2480,Control,Zoe Wees,2020,259450,https://genius.com/Zoe-Wees-Control-lyrics
2481,Starting Over,Chris Stapleton,2020,200509,https://genius.com/Chris-Stapleton-Starting-Over-lyrics
2482,Twerk It Like Miley,Brandon Beal,2014,803578,https://genius.com/Brandon-Beal-Twerk-It-Like-Miley-lyrics
2483,Devils Work,Joyner Lucas,2019,567686,https://genius.com/Joyner-Lucas-Devils-Work-lyrics
2484,It Aint Safe,Skepta,2014,278840,https://genius.com/Skepta-It-Aint-Safe-lyrics
2485,Kung Fu,Cordae,2018,294270,https://genius.com/Cordae-Kung-Fu-lyrics
2486,ImSippinTeaInYoHood,XXXTENTACION,2016,857424,https://genius.com/XXXTENTACION-ImSippinTeaInYoHood-lyrics
2487,You,11:11,2015,235400,https://genius.com/1111-You-lyrics
2488,PJ,ppcocaine,2020,291713,https://genius.com/ppcocaine-PJ-lyrics
2489,Looking for Trouble,Kanye West,2010,309172,https://genius.com/Kanye-West-Looking-for-Trouble-lyrics
2490,The Sound of Silence,Simon & Garfunkel,1964,1718780,https://genius.com/Simon-Garfunkel-The-Sound-of-Silence-lyrics
2491,Teenage Dirtbag,Wheatus,2000,549327,https://genius.com/Wheatus-Teenage-Dirtbag-lyrics
2492,Freudian,Daniel Caesar,2017,232664,https://genius.com/Daniel-Caesar-Freudian-lyrics
2493,Adore You,Harry Styles,2019,1493090,https://genius.com/Harry-Styles-Adore-You-lyrics
2494,Your New Boyfriend,Wilbur Soot,2020,659684,https://genius.com/Wilbur-Soot-Your-New-Boyfriend-lyrics
2495,POWER Remix,Kanye West,2010,290830,https://genius.com/Kanye-West-POWER-Remix-lyrics
2496,Burn,Juice WRLD,2021,425037,https://genius.com/Juice-WRLD-Burn-lyrics
2497,The Story of Tonight Reprise,"Anthony Ramos, Okieriete Onaodowan, Daveed Diggs, Lin-Manuel Miranda & Leslie Odom Jr.",2015,712874,https://genius.com/Anthony-Ramos-Okieriete-Onaodowan-Daveed-Diggs-LinManuel-Miranda-Leslie-Odom-Jr-The-Story-of-Tonight-Reprise-lyrics
2498,U-N-I-T-Y,Frank Ocean,2016,380511,https://genius.com/Frank-Ocean-UNITY-lyrics
2499,D.T.B. Interlude,A Boogie wit da Hoodie,2016,838276,https://genius.com/A-Boogie-wit-da-Hoodie-DTB-Interlude-lyrics
2500,Bottom Bitch,Doja Cat,2019,252252,https://genius.com/Doja-Cat-Bottom-Bitch-lyrics
2501,Adam and Eve,Nas,2018,234640,https://genius.com/Nas-Adam-and-Eve-lyrics
2502,Aint Heard Bout You,Lil Bibby,2015,262331,https://genius.com/Lil-Bibby-Aint-Heard-Bout-You-lyrics
2503,Speedom Worldwide Choppers 2,Tech N9ne,2015,1059674,https://genius.com/Tech-N9ne-Speedom-Worldwide-Choppers-2-lyrics
2504,G.O.M.D.,J. Cole,2014,2033735,https://genius.com/J-Cole-GOMD-lyrics
2505,Why’d You Only Call Me When You’re High?,Arctic Monkeys,2013,785223,https://genius.com/Arctic-Monkeys-Why’d-You-Only-Call-Me-When-You’re-High-lyrics
2506,Pain,2Pac,1994,239814,https://genius.com/2Pac-Pain-lyrics
2507,Home,One Direction,2015,196116,https://genius.com/One-Direction-Home-lyrics
2508,Cold Hearted,Meek Mill,2015,248256,https://genius.com/Meek-Mill-Cold-Hearted-lyrics
2509,Coldest Winter,Kanye West,2008,289999,https://genius.com/Kanye-West-Coldest-Winter-lyrics
2510,Too Deep for the Intro,J. Cole,2010,391303,https://genius.com/J-Cole-Too-Deep-for-the-Intro-lyrics
2511,Gucci Gucci,Kreayshawn,2011,782431,https://genius.com/Kreayshawn-Gucci-Gucci-lyrics
2512,Runaway,AURORA,2015,883711,https://genius.com/AURORA-Runaway-lyrics
2513,Holiday,Green Day,2004,614157,https://genius.com/Green-Day-Holiday-lyrics
2514,10 Freaky Girls,Metro Boomin,2018,819035,https://genius.com/Metro-Boomin-10-Freaky-Girls-lyrics
2515,My Boo,Ghost Town DJ's,1996,222508,https://genius.com/Ghost-Town-DJs-My-Boo-lyrics
2516,Dubai Shit,HUNCHO JACK,2017,533580,https://genius.com/HUNCHO-JACK-Dubai-Shit-lyrics
2517,Bad Romance,Lady Gaga,2009,1228897,https://genius.com/Lady-Gaga-Bad-Romance-lyrics
2518,All About U,2Pac,1996,469230,https://genius.com/2Pac-All-About-U-lyrics
2519,Just How It Is,Young Thug,2019,238278,https://genius.com/Young-Thug-Just-How-It-Is-lyrics
2520,Thinkin Bout You,Frank Ocean,2012,3587748,https://genius.com/Frank-Ocean-Thinkin-Bout-You-lyrics
2521,BTS - Awake English Translation,Genius English Translations,2016,294871,https://genius.com/Genius-English-Translations-BTS-Awake-English-Translation-lyrics
2522,From Now On,Hugh Jackman,2017,845228,https://genius.com/Hugh-Jackman-From-Now-On-lyrics
2523,Star Shopping,Lil Peep,2015,4177837,https://genius.com/Lil-Peep-Star-Shopping-lyrics
2524,Come to Life,Kanye West,2021,492614,https://genius.com/Kanye-West-Come-to-Life-lyrics
2525,Lets Do It Again,J Boog,2010,202745,https://genius.com/J-Boog-Lets-Do-It-Again-lyrics
2526,The Hills Eminem Remix,The Weeknd,2015,774702,https://genius.com/The-Weeknd-The-Hills-Eminem-Remix-lyrics
2527,No Child Left Behind,Kanye West,2021,590826,https://genius.com/Kanye-West-No-Child-Left-Behind-lyrics
2528,Who Am I Whats My Name?,Snoop Dogg,1993,259357,https://genius.com/Snoop-Dogg-Who-Am-I-Whats-My-Name-lyrics
2529,Race My Mind,Drake,2021,320525,https://genius.com/Drake-Race-My-Mind-lyrics
2530,Fluorescent Adolescent,Arctic Monkeys,2007,1165173,https://genius.com/Arctic-Monkeys-Fluorescent-Adolescent-lyrics
2531,Muse,PARTYNEXTDOOR,2013,264526,https://genius.com/PARTYNEXTDOOR-Muse-lyrics
2532,Gotta Have It,JAY-Z & Kanye West,2011,1200716,https://genius.com/JAYZ-Kanye-West-Gotta-Have-It-lyrics
2533,Look At Me,XXXTENTACION,2015,5988808,https://genius.com/XXXTENTACION-Look-At-Me-lyrics
2534,Toxicity,System of a Down,2001,662474,https://genius.com/System-of-a-Down-Toxicity-lyrics
2535,​nasty,Ariana Grande,2020,560896,https://genius.com/Ariana-Grande-​nasty-lyrics
2536,I Will Survive,Gloria Gaynor,1978,573603,https://genius.com/Gloria-Gaynor-I-Will-Survive-lyrics
2537,​successful,Ariana Grande,2018,470730,https://genius.com/Ariana-Grande-​successful-lyrics
2538,Girls Like Girls,Hayley Kiyoko,2015,281968,https://genius.com/Hayley-Kiyoko-Girls-Like-Girls-lyrics
2539,Colors of the Wind Soundtrack,Judy Kuhn,1995,284282,https://genius.com/Judy-Kuhn-Colors-of-the-Wind-Soundtrack-lyrics
2540,BTS - Euphoria English Translation,Genius English Translations,2018,1121794,https://genius.com/Genius-English-Translations-BTS-Euphoria-English-Translation-lyrics
2541,Spanish Ladies,Traditional,2013,237264,https://genius.com/Traditional-Spanish-Ladies-lyrics
2542,Superheroes,Chief Keef,2015,221557,https://genius.com/Chief-Keef-Superheroes-lyrics
2543,Of Mice and Men: Chapter 3,John Steinbeck,1937,430919,https://genius.com/John-Steinbeck-Of-Mice-and-Men-Chapter-3-lyrics
2544,HDMI,BONES,2014,382960,https://genius.com/BONES-HDMI-lyrics
2545,Nowadays,Lil Skies,2017,1194600,https://genius.com/Lil-Skies-Nowadays-lyrics
2546,Juice,Lizzo,2019,620707,https://genius.com/Lizzo-Juice-lyrics
2547,Heavenly Father,Bon Iver,2014,211312,https://genius.com/Bon-Iver-Heavenly-Father-lyrics
2548,She Wolf,Shakira,2009,189892,https://genius.com/Shakira-She-Wolf-lyrics
2549,Pink Triangle,Weezer,1997,253116,https://genius.com/Weezer-Pink-Triangle-lyrics
2550,Ice Cream Man,Tyga,2015,334025,https://genius.com/Tyga-Ice-Cream-Man-lyrics
2551,Deepthroat,cupcakKe,2015,1555492,https://genius.com/cupcakKe-Deepthroat-lyrics
2552,I Dont Want to Miss a Thing,Aerosmith,1998,563719,https://genius.com/Aerosmith-I-Dont-Want-to-Miss-a-Thing-lyrics
2553,Where Is My Mind?,Pixies,1988,496447,https://genius.com/Pixies-Where-Is-My-Mind-lyrics
2554,Evermore,Dan Stevens,2017,297635,https://genius.com/Dan-Stevens-Evermore-lyrics
2555,I Was Made for Loving You,Tori Kelly,2015,201409,https://genius.com/Tori-Kelly-I-Was-Made-for-Loving-You-lyrics
2556,Paid in Full,Eric B. & Rakim,1987,299929,https://genius.com/Eric-B-Rakim-Paid-in-Full-lyrics
2557,End Game,Taylor Swift,2017,1528917,https://genius.com/Taylor-Swift-End-Game-lyrics
2558,To the Moon,Phora,2017,343974,https://genius.com/Phora-To-the-Moon-lyrics
2559,Down Under,Men at Work,1981,657360,https://genius.com/Men-at-Work-Down-Under-lyrics
2560,No Surprises,Radiohead,1997,654271,https://genius.com/Radiohead-No-Surprises-lyrics
2561,No Words Skit,No Words (Skit) Lyrics - Hopsin,2015,213533,https://genius.com/No-Words-Skit-Lyrics-Hopsin-No-Words-Skit-lyrics
2562,Moon,Kanye West,2021,813825,https://genius.com/Kanye-West-Moon-lyrics
2563,Behind Blue Eyes,The Who,1971,243506,https://genius.com/The-Who-Behind-Blue-Eyes-lyrics
2564,Small Worlds,Mac Miller,2018,432661,https://genius.com/Mac-Miller-Small-Worlds-lyrics
2565,Bring Me Down,Kanye West,2005,198413,https://genius.com/Kanye-West-Bring-Me-Down-lyrics
2566,WHATS GOOD,"Tyler, The Creator",2019,611262,https://genius.com/Tyler-The-Creator-WHATS-GOOD-lyrics
2567,Bang Bang,Green Day,2016,202677,https://genius.com/Green-Day-Bang-Bang-lyrics
2568,Faithfully,Journey,1983,422018,https://genius.com/Journey-Faithfully-lyrics
2569,One,Metallica,1988,907660,https://genius.com/Metallica-One-lyrics
2570,Intro KOD,J. Cole,2018,217771,https://genius.com/J-Cole-Intro-KOD-lyrics
2571,Civil War,Guns N' Roses,1991,270149,https://genius.com/Guns-N-Roses-Civil-War-lyrics
2572,Ill Be There,Jess Glynne,2018,230113,https://genius.com/Jess-Glynne-Ill-Be-There-lyrics
2573,Paperbond,Wiz Khalifa,2012,222865,https://genius.com/Wiz-Khalifa-Paperbond-lyrics
2574,For the First Time in Forever,Kristen Bell & Idina Menzel,2013,554864,https://genius.com/Kristen-Bell-Idina-Menzel-For-the-First-Time-in-Forever-lyrics
2575,187,Lud Foe,2015,261821,https://genius.com/Lud-Foe-187-lyrics
2576,Dope,Tyga,2013,379847,https://genius.com/Tyga-Dope-lyrics
2577,Zoo York,Lil Tjay,2020,228815,https://genius.com/Lil-Tjay-Zoo-York-lyrics
2578,Rich and Blind,Juice WRLD,2018,453236,https://genius.com/Juice-WRLD-Rich-and-Blind-lyrics
2579,Savage,Megan Thee Stallion,2020,892348,https://genius.com/Megan-Thee-Stallion-Savage-lyrics
2580,Special Affair,The Internet,2015,224170,https://genius.com/The-Internet-Special-Affair-lyrics
2581,Oh No,MARINA,2010,216163,https://genius.com/MARINA-Oh-No-lyrics
2582,Method Man,Wu-Tang Clan,1993,793003,https://genius.com/WuTang-Clan-Method-Man-lyrics
2583,GOTTI,6ix9ine,2018,726646,https://genius.com/6ix9ine-GOTTI-lyrics
2584,Trap House,03 Greedo,2019,267561,https://genius.com/03-Greedo-Trap-House-lyrics
2585,Rotisserie,Yung Gravy & bbno$,2017,295323,https://genius.com/Yung-Gravy-bbno-Rotisserie-lyrics
2586,Growing Pains III,Logic,2014,271987,https://genius.com/Logic-Growing-Pains-III-lyrics
2587,Naked,James Arthur,2017,771843,https://genius.com/James-Arthur-Naked-lyrics
2588,Hidden in the Sand,Tally Hall,2005,253038,https://genius.com/Tally-Hall-Hidden-in-the-Sand-lyrics
2589,Opp Down Pt.2 Fuego Freestyle,Blizz Vito,2020,281398,https://genius.com/Blizz-Vito-Opp-Down-Pt2-Fuego-Freestyle-lyrics
2590,Company,Justin Bieber,2016,359714,https://genius.com/Justin-Bieber-Company-lyrics
2591,Beautiful,Eminem,2009,1631469,https://genius.com/Eminem-Beautiful-lyrics
2592,Ultraviolence,Lana Del Rey,2014,728387,https://genius.com/Lana-Del-Rey-Ultraviolence-lyrics
2593,Beauty and a Beat,Justin Bieber,2012,659593,https://genius.com/Justin-Bieber-Beauty-and-a-Beat-lyrics
2594,Temporary Fix,Temporary Fix Lyrics - One Direction,2015,246359,https://genius.com/Temporary-Fix-Lyrics-One-Direction-Temporary-Fix-lyrics
2595,SMA,Nasty C,2018,288083,https://genius.com/Nasty-C-SMA-lyrics
2596,4th Baby Mama,Summer Walker,2021,196888,https://genius.com/Summer-Walker-4th-Baby-Mama-lyrics
2597,​epiphany,Taylor Swift,2020,773619,https://genius.com/Taylor-Swift-​epiphany-lyrics
2598,It’s a Man’s Man’s Man’s World,James Brown,1966,349541,https://genius.com/James-Brown-It’s-a-Man’s-Man’s-Man’s-World-lyrics
2599,Glory,JAY-Z,2012,450790,https://genius.com/JAYZ-Glory-lyrics
2600,Too Close,Next,1997,236260,https://genius.com/Next-Too-Close-lyrics
2601,Man Dont Care,Jme,2015,704043,https://genius.com/Jme-Man-Dont-Care-lyrics
2602,Christmas In Our Hearts,Jose Mari Chan,1990,265992,https://genius.com/Jose-Mari-Chan-Christmas-In-Our-Hearts-lyrics
2603,Suicidal Thoughts,Josh A & iamjakehill,2017,594677,https://genius.com/Josh-A-iamjakehill-Suicidal-Thoughts-lyrics
2604,Still Trappin,King Von & Lil Durk,2020,212918,https://genius.com/King-Von-Lil-Durk-Still-Trappin-lyrics
2605,How Soon Is Now?,The Smiths,1985,261999,https://genius.com/The-Smiths-How-Soon-Is-Now-lyrics
2606,Fire,KIDS SEE GHOSTS,2018,381970,https://genius.com/KIDS-SEE-GHOSTS-Fire-lyrics
2607,Never Been,Never Been Lyrics - Logic,2015,234066,https://genius.com/Never-Been-Lyrics-Logic-Never-Been-lyrics
2608,Run,Joji,2020,645885,https://genius.com/Joji-Run-lyrics
2609,Still,Hillsong Worship,2003,440348,https://genius.com/Hillsong-Worship-Still-lyrics
2610,Close to You,Rihanna,2016,507785,https://genius.com/Rihanna-Close-to-You-lyrics
2611,Rain,Mac Miller,2014,208411,https://genius.com/Mac-Miller-Rain-lyrics
2612,8 circle,Bon Iver,2016,266988,https://genius.com/Bon-Iver-8-circle-lyrics
2613,Not Today,twenty one pilots,2015,358957,https://genius.com/twenty-one-pilots-Not-Today-lyrics
2614,​epaR,Earl Sweatshirt,2010,241199,https://genius.com/Earl-Sweatshirt-​epaR-lyrics
2615,Navajo,Masego,2017,302990,https://genius.com/Masego-Navajo-lyrics
2616,Holocene,Bon Iver,2011,513851,https://genius.com/Bon-Iver-Holocene-lyrics
2617,BTS - 전하지 못한 진심 The Truth Untold English Translation,Genius English Translations,2018,1420821,https://genius.com/Genius-English-Translations-BTS-전하지-못한-진심-The-Truth-Untold-English-Translation-lyrics
2618,Whole Lotta Red,Playboi Carti,2019,191153,https://genius.com/Playboi-Carti-Whole-Lotta-Red-lyrics
2619,Im Sorry,Lil Uzi Vert,2020,252716,https://genius.com/Lil-Uzi-Vert-Im-Sorry-lyrics
2620,No Faith in Brooklyn,Hoodie Allen,2012,205269,https://genius.com/Hoodie-Allen-No-Faith-in-Brooklyn-lyrics
2621,Heart of the City Aint No Love,JAY-Z,2001,391717,https://genius.com/JAYZ-Heart-of-the-City-Aint-No-Love-lyrics
2622,Like You Do,Joji,2020,390632,https://genius.com/Joji-Like-You-Do-lyrics
2623,Schuyler Defeated,"Anthony Ramos, Leslie Odom, Jr., Lin-Manuel Miranda & Phillipa Soo",2015,378400,https://genius.com/Anthony-Ramos-Leslie-Odom-Jr-LinManuel-Miranda-Phillipa-Soo-Schuyler-Defeated-lyrics
2624,Biking,Frank Ocean,2017,877453,https://genius.com/Frank-Ocean-Biking-lyrics
2625,Never Gon Lose,Future,2015,301197,https://genius.com/Future-Never-Gon-Lose-lyrics
2626,Instant Crush,Daft Punk,2013,1953901,https://genius.com/Daft-Punk-Instant-Crush-lyrics
2627,Fight Night,Migos,2014,636668,https://genius.com/Migos-Fight-Night-lyrics
2628,Finish Line / Drown,Chance the Rapper,2016,566804,https://genius.com/Chance-the-Rapper-Finish-Line-Drown-lyrics
2629,Never Enough,Loren Allred,2017,2004530,https://genius.com/Loren-Allred-Never-Enough-lyrics
2630,Thru It All,Wintertime,2015,259068,https://genius.com/Wintertime-Thru-It-All-lyrics
2631,​iPHONE,DaBaby & Nicki Minaj,2019,240989,https://genius.com/DaBaby-Nicki-Minaj-​iPHONE-lyrics
2632,Bully,Eminem,2003,243275,https://genius.com/Eminem-Bully-lyrics
2633,Devil Eyes,Hippie Sabotage,2016,434820,https://genius.com/Hippie-Sabotage-Devil-Eyes-lyrics
2634,Girls  Boys,Blur,1994,237235,https://genius.com/Blur-Girls-Boys-lyrics
2635,Flightless Bird American Mouth,Iron & Wine,2007,240157,https://genius.com/Iron-Wine-Flightless-Bird-American-Mouth-lyrics
2636,​​i,Lil Skies,2019,376972,https://genius.com/Lil-Skies-​​i-lyrics
2637,Seven Million,Lil Uzi Vert,2016,273155,https://genius.com/Lil-Uzi-Vert-Seven-Million-lyrics
2638,Harvest Moon,Neil Young,1992,541322,https://genius.com/Neil-Young-Harvest-Moon-lyrics
2639,Writing on the Wall,French Montana,2019,220447,https://genius.com/French-Montana-Writing-on-the-Wall-lyrics
2640,Lyin King,Jhen Aiko,2014,194026,https://genius.com/Jhen-Aiko-Lyin-King-lyrics
2641,B Boy,Meek Mill,2015,237302,https://genius.com/Meek-Mill-B-Boy-lyrics
2642,Freal Luv,Far East Movement & Marshmello,2016,224411,https://genius.com/Far-East-Movement-Marshmello-Freal-Luv-lyrics
2643,Best Friend,J.R.,2015,208185,https://genius.com/JR-Best-Friend-lyrics
2644,​my hair,Ariana Grande,2020,437044,https://genius.com/Ariana-Grande-​my-hair-lyrics
2645,How You Gonna,Sydney Renae,2016,882515,https://genius.com/Sydney-Renae-How-You-Gonna-lyrics
2646,HOLOCAUST,Lil Darkie,2019,205483,https://genius.com/Lil-Darkie-HOLOCAUST-lyrics
2647,Jazz,Mick Jenkins,2014,240796,https://genius.com/Mick-Jenkins-Jazz-lyrics
2648,Brothers,Kid Cudi,2013,251993,https://genius.com/Kid-Cudi-Brothers-lyrics
2649,Red Nose,Sage The Gemini,2013,546297,https://genius.com/Sage-The-Gemini-Red-Nose-lyrics
2650,Mine,Taylor Swift,2010,220461,https://genius.com/Taylor-Swift-Mine-lyrics
2651,BLACKPINK - Lovesick Girls English Translation,Genius English Translations,2020,362133,https://genius.com/Genius-English-Translations-BLACKPINK-Lovesick-Girls-English-Translation-lyrics
2652,The Birds Pt. 2,The Weeknd,2011,650369,https://genius.com/The-Weeknd-The-Birds-Pt-2-lyrics
2653,All I Want,Olivia Rodrigo,2019,1235882,https://genius.com/Olivia-Rodrigo-All-I-Want-lyrics
2654,BTS - We Are Bulletproof Pt.2 English Translation,Genius English Translations,2013,196889,https://genius.com/Genius-English-Translations-BTS-We-Are-Bulletproof-Pt2-English-Translation-lyrics
2655,Lucifer,JAY-Z,2003,454467,https://genius.com/JAYZ-Lucifer-lyrics
2656,Needed Me,Rihanna,2016,2180245,https://genius.com/Rihanna-Needed-Me-lyrics
2657,The Hills Nicki Minaj Remix,The Weeknd,2015,263915,https://genius.com/The-Weeknd-The-Hills-Nicki-Minaj-Remix-lyrics
2658,I Dont Belong in This Club,Why Don't We & Macklemore,2019,207180,https://genius.com/Why-Dont-We-Macklemore-I-Dont-Belong-in-This-Club-lyrics
2659,Save That Shit,Chief Keef,2012,253284,https://genius.com/Chief-Keef-Save-That-Shit-lyrics
2660,Cry Baby,Melanie Martinez,2015,411651,https://genius.com/Melanie-Martinez-Cry-Baby-lyrics
2661,Mercy,Lil Wayne,2012,297108,https://genius.com/Lil-Wayne-Mercy-lyrics
2662,Lost Ones,Lauryn Hill,1998,314774,https://genius.com/Lauryn-Hill-Lost-Ones-lyrics
2663,Running Up That Hill A Deal with God,Kate Bush,1985,305267,https://genius.com/Kate-Bush-Running-Up-That-Hill-A-Deal-with-God-lyrics
2664,I Fuck Sluts,Bo Burnham,2013,612950,https://genius.com/Bo-Burnham-I-Fuck-Sluts-lyrics
2665,Feeling Whitney,Post Malone,2016,934394,https://genius.com/Post-Malone-Feeling-Whitney-lyrics
2666,Whatd I Miss,"Daveed Diggs, Leslie Odom, Jr., Okieriete Onaodowan & Original Broadway Cast of ""Hamilton""",2015,1070225,https://genius.com/Daveed-Diggs-Leslie-Odom-Jr-Okieriete-Onaodowan-Original-Broadway-Cast-of-Hamilton-Whatd-I-Miss-lyrics
2667,5 AM in Toronto,Drake,2013,1486962,https://genius.com/Drake-5-AM-in-Toronto-lyrics
2668,Today,The Smashing Pumpkins,1993,232588,https://genius.com/The-Smashing-Pumpkins-Today-lyrics
2669,It’s Not Living If It’s Not with You,The 1975,2018,546375,https://genius.com/The-1975-It’s-Not-Living-If-It’s-Not-with-You-lyrics
2670,10000 Days Wings Pt 2,Tool,2006,338020,https://genius.com/Tool-10000-Days-Wings-Pt-2-lyrics
2671,Poe Mans Dreams His Vice,Kendrick Lamar,2011,472473,https://genius.com/Kendrick-Lamar-Poe-Mans-Dreams-His-Vice-lyrics
2672,Pharaohs,XVXX,2017,269600,https://genius.com/XVXX-Pharaohs-lyrics
2673,​crash,EDEN,2017,308728,https://genius.com/EDEN-​crash-lyrics
2674,If Youre Too Shy Let Me Know,The 1975,2020,501853,https://genius.com/The-1975-If-Youre-Too-Shy-Let-Me-Know-lyrics
2675,Graffiti,YoungBoy Never Broke Again,2017,274929,https://genius.com/YoungBoy-Never-Broke-Again-Graffiti-lyrics
2676,Stay High,Juice WRLD,2020,419990,https://genius.com/Juice-WRLD-Stay-High-lyrics
2677,Only Us,Laura Dreyfuss & Ben Platt,2017,220130,https://genius.com/Laura-Dreyfuss-Ben-Platt-Only-Us-lyrics
2678,What You Know,Two Door Cinema Club,2011,203989,https://genius.com/Two-Door-Cinema-Club-What-You-Know-lyrics
2679,Lust,Lil Skies,2017,783267,https://genius.com/Lil-Skies-Lust-lyrics
2680,Scary Love,The Neighbourhood,2017,244875,https://genius.com/The-Neighbourhood-Scary-Love-lyrics
2681,Modern Slavery,HUNCHO JACK,2017,382709,https://genius.com/HUNCHO-JACK-Modern-Slavery-lyrics
2682,​it’s time to go,Taylor Swift,2021,350884,https://genius.com/Taylor-Swift-​it’s-time-to-go-lyrics
2683,I Need A Girl Pt. 2,Diddy,2002,234941,https://genius.com/Diddy-I-Need-A-Girl-Pt-2-lyrics
2684,Interior Crocodile Alligator,King Chip,2007,710481,https://genius.com/King-Chip-Interior-Crocodile-Alligator-lyrics
2685,My Savages,Future,2014,269645,https://genius.com/Future-My-Savages-lyrics
2686,The Games We Play,Pusha T,2018,284535,https://genius.com/Pusha-T-The-Games-We-Play-lyrics
2687,Facts Charlie Heat Version,Kanye West,2016,1551237,https://genius.com/Kanye-West-Facts-Charlie-Heat-Version-lyrics
2688,Please Me,Cardi B & Bruno Mars,2019,825954,https://genius.com/Cardi-B-Bruno-Mars-Please-Me-lyrics
2689,When We Were Young,When We Were Young Lyrics - Adele,2015,1144604,https://genius.com/When-We-Were-Young-Lyrics-Adele-When-We-Were-Young-lyrics
2690,GHOST,Jaden,2018,277394,https://genius.com/Jaden-GHOST-lyrics
2691,KEKE,6ix9ine,2018,909922,https://genius.com/6ix9ine-KEKE-lyrics
2692,Sunflower Vol. 6,Harry Styles,2019,713384,https://genius.com/Harry-Styles-Sunflower-Vol-6-lyrics
2693,1 0 0 . m i l ’,J. Cole & Bas,2021,355779,https://genius.com/J-Cole-Bas-1-0-0-m-i-l-’-lyrics
2694,Roadtrip,Dream & PmBata,2021,376212,https://genius.com/Dream-PmBata-Roadtrip-lyrics
2695,Lost in the Woods,Jonathan Groff,2019,262384,https://genius.com/Jonathan-Groff-Lost-in-the-Woods-lyrics
2696,Tag You’re It,Melanie Martinez,2015,512487,https://genius.com/Melanie-Martinez-Tag-You’re-It-lyrics
2697,Bad Blood,NAO,2015,215155,https://genius.com/NAO-Bad-Blood-lyrics
2698,Arabella,Arctic Monkeys,2013,825277,https://genius.com/Arctic-Monkeys-Arabella-lyrics
2699,ICY GRL Bae Mix,Saweetie,2018,216876,https://genius.com/Saweetie-ICY-GRL-Bae-Mix-lyrics
2700,I Want You Around,Snoh Aalegra,2019,192969,https://genius.com/Snoh-Aalegra-I-Want-You-Around-lyrics
2701,Walk Em Down,NLE Choppa,2020,278329,https://genius.com/NLE-Choppa-Walk-Em-Down-lyrics
2702,Summertime,DJ Jazzy Jeff & The Fresh Prince,1991,197940,https://genius.com/DJ-Jazzy-Jeff-The-Fresh-Prince-Summertime-lyrics
2703,Weight of Love,The Black Keys,2015,189113,https://genius.com/The-Black-Keys-Weight-of-Love-lyrics
2704,BLACKPINK - 뚜두뚜두 DDU-DU DDU-DU English Translation,Genius English Translations,2018,692390,https://genius.com/Genius-English-Translations-BLACKPINK-뚜두뚜두-DDUDU-DDUDU-English-Translation-lyrics
2705,What These Bitches Want,DMX,2000,386805,https://genius.com/DMX-What-These-Bitches-Want-lyrics
2706,Draft Day,Drake,2014,1008128,https://genius.com/Drake-Draft-Day-lyrics
2707,Wow Freestyle,Jay Rock,2018,269934,https://genius.com/Jay-Rock-Wow-Freestyle-lyrics
2708,Paris,Paris Lyrics - $UICIDEBOY$,2015,1379117,https://genius.com/Paris-Lyrics-UICIDEBOY-Paris-lyrics
2709,Next Up?,CGM,2017,966563,https://genius.com/CGM-Next-Up-lyrics
2710,Clan in Da Front,Wu-Tang Clan,1993,280916,https://genius.com/WuTang-Clan-Clan-in-Da-Front-lyrics
2711,Get TF Out My Face,Rich Homie Quan,2013,332241,https://genius.com/Rich-Homie-Quan-Get-TF-Out-My-Face-lyrics
2712,No Role Modelz,J. Cole,2014,5421841,https://genius.com/J-Cole-No-Role-Modelz-lyrics
2713,Left Right,Lil Uzi Vert,2016,187894,https://genius.com/Lil-Uzi-Vert-Left-Right-lyrics
2714,Remember This,NF,2017,529316,https://genius.com/NF-Remember-This-lyrics
2715,Aerials,System of a Down,2001,369844,https://genius.com/System-of-a-Down-Aerials-lyrics
2716,Love You More,Eminem,2004,202453,https://genius.com/Eminem-Love-You-More-lyrics
